,DATE,AWND,TAVG,COVID_POS_PER,THREAT_LEVEL
4,2020-03-05,12.97,46.0,12.0,MODERATE
5,2020-03-06,10.96,41.0,19.0,RISKY
6,2020-03-07,19.91,40.0,15.0,MODERATE
7,2020-03-08,12.75,43.0,16.0,MODERATE
8,2020-03-09,11.41,50.0,20.0,RISKY
9,2020-03-10,11.18,52.0,23.0,RISKY
10,2020-03-11,8.5,51.0,28.0,RISKY
11,2020-03-12,10.07,44.0,38.0,RISKY
12,2020-03-13,18.12,53.0,44.0,RISKY
13,2020-03-14,16.11,51.0,43.0,RISKY
14,2020-03-15,10.74,47.0,44.0,RISKY
15,2020-03-16,13.2,39.0,47.0,RISKY
16,2020-03-17,9.4,44.0,48.0,RISKY
17,2020-03-18,10.07,47.0,51.0,RISKY
18,2020-03-19,8.72,46.0,55.0,RISKY
19,2020-03-20,8.28,50.0,58.0,RISKY
20,2020-03-21,15.21,54.0,63.0,RISKY
21,2020-03-22,14.09,40.0,62.0,RISKY
22,2020-03-23,18.79,39.0,63.0,RISKY
23,2020-03-24,11.63,43.0,68.0,RISKY
24,2020-03-25,14.09,44.0,67.0,RISKY
25,2020-03-26,12.75,44.0,71.0,RISKY
26,2020-03-27,8.72,53.0,70.0,RISKY
27,2020-03-28,11.41,49.0,69.0,RISKY
28,2020-03-29,11.41,48.0,67.0,RISKY
29,2020-03-30,6.49,45.0,63.0,RISKY
30,2020-03-31,8.05,43.0,60.0,RISKY
31,2020-04-01,14.09,44.0,58.0,RISKY
32,2020-04-02,23.26,49.0,59.0,RISKY
33,2020-04-03,21.03,49.0,57.0,RISKY
34,2020-04-04,11.41,50.0,56.0,RISKY
35,2020-04-05,5.82,48.0,55.0,RISKY
36,2020-04-06,8.72,53.0,53.0,RISKY
37,2020-04-07,10.51,54.0,53.0,RISKY
38,2020-04-08,9.62,55.0,55.0,RISKY
39,2020-04-09,14.99,50.0,51.0,RISKY
40,2020-04-10,23.71,45.0,48.0,RISKY
41,2020-04-11,16.11,46.0,46.0,RISKY
42,2020-04-12,12.75,49.0,42.0,RISKY
43,2020-04-13,23.26,54.0,38.0,RISKY
44,2020-04-14,14.54,54.0,35.0,RISKY
45,2020-04-15,13.87,48.0,34.0,RISKY
46,2020-04-16,19.69,46.0,33.0,RISKY
47,2020-04-17,11.18,42.0,34.0,RISKY
48,2020-04-18,10.96,44.0,32.0,RISKY
49,2020-04-19,15.21,47.0,31.0,RISKY
50,2020-04-20,10.29,52.0,30.0,RISKY
51,2020-04-21,18.34,49.0,28.0,RISKY
52,2020-04-22,18.79,44.0,27.0,RISKY
53,2020-04-23,6.49,44.0,26.0,RISKY
54,2020-04-24,11.41,46.0,23.0,RISKY
55,2020-04-25,6.71,50.0,23.0,RISKY
56,2020-04-26,12.75,49.0,23.0,RISKY
57,2020-04-27,16.78,44.0,21.0,RISKY
58,2020-04-28,10.29,49.0,19.0,RISKY
59,2020-04-29,14.76,48.0,19.0,RISKY
60,2020-04-30,23.71,52.0,19.0,RISKY
61,2020-05-01,8.72,55.0,18.0,RISKY
62,2020-05-02,14.32,62.0,15.0,MODERATE
63,2020-05-03,10.74,62.0,15.0,MODERATE
64,2020-05-04,15.66,63.0,14.0,MODERATE
65,2020-05-05,12.53,53.0,13.0,MODERATE
66,2020-05-06,8.72,49.0,13.0,MODERATE
67,2020-05-07,12.75,53.0,14.0,MODERATE
68,2020-05-08,10.51,53.0,12.0,MODERATE
69,2020-05-09,22.15,42.0,11.0,MODERATE
70,2020-05-10,18.79,49.0,11.0,MODERATE
71,2020-05-11,12.97,52.0,10.0,MODERATE
72,2020-05-12,17.67,51.0,10.0,MODERATE
73,2020-05-13,10.51,51.0,10.0,MODERATE
74,2020-05-14,9.62,53.0,9.0,MODERATE
75,2020-05-15,10.29,63.0,8.0,SAFE
76,2020-05-16,11.41,65.0,7.0,SAFE
