,DATE,AWND,TAVG,COVID_POS_PER,THREAT_LEVEL
34,2020-04-04,8.95,52.0,56.0,RISKY
314,2020-03-11,5.82,35.0,28.0,RISKY
573,2020-04-08,7.38,52.0,55.0,RISKY
509,2020-04-21,18.57,40.0,28.0,RISKY
416,2020-04-05,3.58,51.0,55.0,RISKY
134,2020-04-27,8.5,46.0,21.0,RISKY
489,2020-04-01,9.4,40.0,58.0,RISKY
555,2020-03-21,12.08,51.0,63.0,RISKY
258,2020-03-31,3.36,40.0,60.0,RISKY
433,2020-04-22,12.08,35.0,27.0,RISKY
58,2020-04-28,8.95,51.0,19.0,RISKY
130,2020-04-23,11.63,35.0,26.0,RISKY
288,2020-04-30,18.12,51.0,19.0,RISKY
266,2020-04-08,7.83,48.0,55.0,RISKY
88,2020-03-12,5.14,42.0,38.0,RISKY
104,2020-03-28,8.5,46.0,69.0,RISKY
470,2020-03-13,19.01,48.0,44.0,RISKY
10,2020-03-11,8.5,53.0,28.0,RISKY
480,2020-03-23,8.28,35.0,63.0,RISKY
279,2020-04-21,12.3,39.0,28.0,RISKY
8,2020-03-09,11.18,58.0,20.0,RISKY
85,2020-03-09,16.11,53.0,20.0,RISKY
35,2020-04-05,6.26,52.0,55.0,RISKY
322,2020-03-19,9.17,45.0,55.0,RISKY
244,2020-03-17,9.84,37.0,48.0,RISKY
280,2020-04-22,13.87,29.0,27.0,RISKY
194,2020-04-10,18.57,42.0,48.0,RISKY
321,2020-03-18,4.47,38.0,51.0,RISKY
323,2020-03-20,18.34,57.0,58.0,RISKY
236,2020-03-09,8.95,52.0,20.0,RISKY
210,2020-04-26,9.17,52.0,23.0,RISKY
96,2020-03-20,19.24,57.0,58.0,RISKY
340,2020-04-06,8.95,45.0,53.0,RISKY
492,2020-04-04,2.68,45.0,56.0,RISKY
269,2020-04-11,9.84,35.0,46.0,RISKY
16,2020-03-17,8.72,45.0,48.0,RISKY
181,2020-03-28,2.91,42.0,69.0,RISKY
569,2020-04-04,11.63,49.0,56.0,RISKY
189,2020-04-05,6.49,55.0,55.0,RISKY
259,2020-04-01,8.95,39.0,58.0,RISKY
481,2020-03-24,5.14,37.0,68.0,RISKY
562,2020-03-28,9.84,47.0,69.0,RISKY
126,2020-04-19,14.76,44.0,31.0,RISKY
428,2020-04-17,7.83,37.0,34.0,RISKY
133,2020-04-26,13.65,46.0,23.0,RISKY
580,2020-04-15,11.18,47.0,34.0,RISKY
424,2020-04-13,9.84,52.0,38.0,RISKY
267,2020-04-09,11.63,43.0,51.0,RISKY
398,2020-03-18,3.13,38.0,51.0,RISKY
430,2020-04-19,9.17,43.0,31.0,RISKY
325,2020-03-22,7.61,28.0,62.0,RISKY
159,2020-03-06,6.71,37.0,19.0,RISKY
553,2020-03-19,8.5,45.0,55.0,RISKY
335,2020-04-01,8.95,44.0,58.0,RISKY
472,2020-03-15,8.28,33.0,44.0,RISKY
27,2020-03-28,11.18,49.0,69.0,RISKY
516,2020-04-28,6.93,45.0,19.0,RISKY
49,2020-04-19,12.3,50.0,31.0,RISKY
319,2020-03-16,8.05,32.0,47.0,RISKY
660,2020-04-18,10.96,44.0,32.0,RISKY
668,2020-04-26,12.75,49.0,23.0,RISKY
651,2020-04-09,14.99,50.0,51.0,RISKY
594,2020-04-29,12.3,47.0,19.0,RISKY
205,2020-04-21,12.3,42.0,28.0,RISKY
274,2020-04-16,9.62,30.0,33.0,RISKY
120,2020-04-13,19.69,56.0,38.0,RISKY
129,2020-04-22,14.54,33.0,27.0,RISKY
479,2020-03-22,8.5,26.0,62.0,RISKY
320,2020-03-17,12.3,43.0,48.0,RISKY
508,2020-04-20,6.93,38.0,30.0,RISKY
672,2020-04-30,23.71,52.0,19.0,RISKY
201,2020-04-17,7.61,39.0,34.0,RISKY
468,2020-03-11,6.26,33.0,28.0,RISKY
401,2020-03-21,12.97,37.0,63.0,RISKY
484,2020-03-27,5.82,43.0,70.0,RISKY
252,2020-03-25,6.71,34.0,67.0,RISKY
202,2020-04-18,8.05,39.0,32.0,RISKY
357,2020-04-23,4.03,36.0,26.0,RISKY
554,2020-03-20,8.5,50.0,58.0,RISKY
5,2020-03-01,5.14,37.0,21.62,RISKY
336,2020-04-02,10.96,40.0,59.0,RISKY
494,2020-04-06,6.04,42.0,53.0,RISKY
471,2020-03-14,10.29,36.0,43.0,RISKY
482,2020-03-25,8.28,40.0,67.0,RISKY
497,2020-04-09,13.42,44.0,51.0,RISKY
195,2020-04-11,14.32,42.0,46.0,RISKY
547,2020-03-13,15.88,53.0,44.0,RISKY
621,2020-03-10,11.18,52.0,23.0,RISKY
94,2020-03-18,8.5,39.0,51.0,RISKY
345,2020-04-11,11.41,39.0,46.0,RISKY
15,2020-03-16,13.87,40.0,47.0,RISKY
200,2020-04-16,13.42,39.0,33.0,RISKY
329,2020-03-26,7.38,45.0,71.0,RISKY
196,2020-04-12,10.74,45.0,42.0,RISKY
119,2020-04-12,8.5,47.0,42.0,RISKY
19,2020-03-20,10.96,55.0,58.0,RISKY
25,2020-03-26,8.5,46.0,71.0,RISKY
135,2020-04-28,7.38,49.0,19.0,RISKY
90,2020-03-14,8.5,35.0,43.0,RISKY
641,2020-03-30,6.49,45.0,63.0,RISKY
419,2020-04-08,4.92,50.0,55.0,RISKY
513,2020-04-25,6.71,45.0,23.0,RISKY
316,2020-03-13,17.0,49.0,44.0,RISKY
209,2020-04-25,2.24,52.0,23.0,RISKY
627,2020-03-16,13.2,39.0,47.0,RISKY
431,2020-04-20,6.93,43.0,30.0,RISKY
633,2020-03-22,14.09,40.0,62.0,RISKY
596,2020-05-01,7.16,57.0,18.0,RISKY
588,2020-04-23,4.92,42.0,26.0,RISKY
108,2020-04-01,9.4,42.0,58.0,RISKY
495,2020-04-07,5.37,49.0,53.0,RISKY
248,2020-03-21,12.3,33.0,63.0,RISKY
567,2020-04-02,21.7,47.0,59.0,RISKY
348,2020-04-14,12.3,44.0,35.0,RISKY
255,2020-03-28,9.84,38.0,69.0,RISKY
515,2020-04-27,10.29,44.0,21.0,RISKY
47,2020-04-17,10.96,44.0,34.0,RISKY
239,2020-03-12,8.5,41.0,38.0,RISKY
478,2020-03-21,8.28,30.0,63.0,RISKY
327,2020-03-24,3.8,34.0,68.0,RISKY
249,2020-03-22,7.38,26.0,62.0,RISKY
638,2020-03-27,8.72,53.0,70.0,RISKY
169,2020-03-16,8.05,32.0,47.0,RISKY
55,2020-04-25,5.82,52.0,23.0,RISKY
490,2020-04-02,10.51,41.0,59.0,RISKY
100,2020-03-24,5.82,39.0,68.0,RISKY
439,2020-04-28,7.16,46.0,19.0,RISKY
281,2020-04-23,5.82,32.0,26.0,RISKY
54,2020-04-24,12.08,47.0,23.0,RISKY
253,2020-03-26,7.61,41.0,71.0,RISKY
642,2020-03-31,8.05,43.0,60.0,RISKY
56,2020-04-26,15.88,49.0,23.0,RISKY
581,2020-04-16,15.21,45.0,33.0,RISKY
264,2020-04-06,8.5,43.0,53.0,RISKY
545,2020-03-11,6.93,50.0,28.0,RISKY
477,2020-03-20,18.12,57.0,58.0,RISKY
355,2020-04-21,18.79,40.0,28.0,RISKY
233,2020-03-06,8.95,34.0,19.0,RISKY
11,2020-03-12,9.17,46.0,38.0,RISKY
215,2020-05-01,7.16,58.0,18.0,RISKY
408,2020-03-28,2.01,38.0,69.0,RISKY
493,2020-04-05,6.49,45.0,55.0,RISKY
0,2020-03-01,4.25,36.0,21.62,RISKY
241,2020-03-14,9.84,35.0,43.0,RISKY
656,2020-04-14,14.54,54.0,35.0,RISKY
125,2020-04-18,11.63,37.0,32.0,RISKY
347,2020-04-13,20.8,61.0,38.0,RISKY
282,2020-04-24,6.26,42.0,23.0,RISKY
5,2020-03-06,12.53,42.0,19.0,RISKY
413,2020-04-02,7.16,41.0,59.0,RISKY
250,2020-03-23,8.05,31.0,63.0,RISKY
330,2020-03-27,6.93,45.0,70.0,RISKY
12,2020-03-13,16.11,53.0,44.0,RISKY
117,2020-04-10,17.0,37.0,48.0,RISKY
437,2020-04-26,7.83,46.0,23.0,RISKY
474,2020-03-17,12.75,43.0,48.0,RISKY
107,2020-03-31,8.28,42.0,60.0,RISKY
671,2020-04-29,14.76,48.0,19.0,RISKY
646,2020-04-04,11.41,50.0,56.0,RISKY
418,2020-04-07,6.71,50.0,53.0,RISKY
666,2020-04-24,11.41,46.0,23.0,RISKY
354,2020-04-20,6.04,41.0,30.0,RISKY
577,2020-04-12,9.62,46.0,42.0,RISKY
579,2020-04-14,11.18,52.0,35.0,RISKY
86,2020-03-10,15.21,51.0,23.0,RISKY
404,2020-03-24,3.8,33.0,68.0,RISKY
391,2020-03-11,6.26,38.0,28.0,RISKY
403,2020-03-23,6.26,29.0,63.0,RISKY
53,2020-04-23,7.83,45.0,26.0,RISKY
238,2020-03-11,4.92,35.0,28.0,RISKY
257,2020-03-30,6.71,45.0,63.0,RISKY
32,2020-04-02,19.69,49.0,59.0,RISKY
475,2020-03-18,5.82,38.0,51.0,RISKY
50,2020-04-20,7.16,54.0,30.0,RISKY
137,2020-04-30,10.51,59.0,19.0,RISKY
172,2020-03-19,4.92,45.0,55.0,RISKY
653,2020-04-11,16.11,46.0,46.0,RISKY
432,2020-04-21,6.93,36.0,28.0,RISKY
587,2020-04-22,16.33,42.0,27.0,RISKY
177,2020-03-24,4.25,36.0,68.0,RISKY
109,2020-04-02,10.74,44.0,59.0,RISKY
591,2020-04-26,13.87,48.0,23.0,RISKY
24,2020-03-25,15.66,44.0,67.0,RISKY
631,2020-03-20,8.28,50.0,58.0,RISKY
422,2020-04-11,7.83,40.0,46.0,RISKY
572,2020-04-07,6.71,53.0,53.0,RISKY
44,2020-04-14,12.53,56.0,35.0,RISKY
426,2020-04-15,8.5,40.0,34.0,RISKY
512,2020-04-24,8.28,42.0,23.0,RISKY
548,2020-03-14,12.08,49.0,43.0,RISKY
620,2020-03-09,11.41,50.0,20.0,RISKY
268,2020-04-10,16.11,32.0,48.0,RISKY
166,2020-03-13,15.21,48.0,44.0,RISKY
393,2020-03-13,8.05,44.0,44.0,RISKY
589,2020-04-24,10.96,45.0,23.0,RISKY
505,2020-04-17,6.93,33.0,34.0,RISKY
175,2020-03-22,7.61,32.0,62.0,RISKY
21,2020-03-22,13.42,40.0,62.0,RISKY
121,2020-04-14,14.76,40.0,35.0,RISKY
405,2020-03-25,1.79,33.0,67.0,RISKY
317,2020-03-14,12.97,38.0,43.0,RISKY
183,2020-03-30,6.49,45.0,63.0,RISKY
187,2020-04-03,8.72,46.0,57.0,RISKY
207,2020-04-23,6.93,40.0,26.0,RISKY
414,2020-04-03,7.38,43.0,57.0,RISKY
309,2020-03-06,9.84,37.0,19.0,RISKY
626,2020-03-15,10.74,47.0,44.0,RISKY
242,2020-03-15,10.07,33.0,44.0,RISKY
485,2020-03-28,9.17,42.0,69.0,RISKY
278,2020-04-20,6.49,40.0,30.0,RISKY
630,2020-03-19,8.72,46.0,55.0,RISKY
559,2020-03-25,13.42,42.0,67.0,RISKY
20,2020-03-21,13.2,54.0,63.0,RISKY
647,2020-04-05,5.82,48.0,55.0,RISKY
191,2020-04-07,8.5,54.0,53.0,RISKY
180,2020-03-27,11.41,53.0,70.0,RISKY
170,2020-03-17,11.41,40.0,48.0,RISKY
165,2020-03-12,8.28,41.0,38.0,RISKY
390,2020-03-10,4.92,47.0,23.0,RISKY
176,2020-03-23,8.05,35.0,63.0,RISKY
17,2020-03-18,9.62,49.0,51.0,RISKY
363,2020-04-29,15.66,55.0,19.0,RISKY
649,2020-04-07,10.51,54.0,53.0,RISKY
13,2020-03-14,14.32,51.0,43.0,RISKY
341,2020-04-07,6.49,52.0,53.0,RISKY
486,2020-03-29,15.21,52.0,67.0,RISKY
350,2020-04-16,12.3,33.0,33.0,RISKY
560,2020-03-26,10.51,43.0,71.0,RISKY
420,2020-04-09,8.05,42.0,51.0,RISKY
91,2020-03-15,8.28,34.0,44.0,RISKY
561,2020-03-27,9.4,53.0,70.0,RISKY
473,2020-03-16,7.16,32.0,47.0,RISKY
59,2020-04-29,12.53,51.0,19.0,RISKY
199,2020-04-15,10.51,43.0,34.0,RISKY
491,2020-04-03,9.17,42.0,57.0,RISKY
349,2020-04-15,8.72,38.0,34.0,RISKY
593,2020-04-28,10.07,49.0,19.0,RISKY
571,2020-04-06,8.28,51.0,53.0,RISKY
439,2020-05-02,6.93,59.0,4.15,SAFE
111,2020-03-16,4.92,32.0,6.12,SAFE
407,2020-04-28,4.25,48.0,4.15,SAFE
376,2020-04-23,11.41,58.0,4.81,SAFE
79,2020-03-03,9.62,44.0,6.0,SAFE
386,2020-04-25,10.29,52.0,4.91,SAFE
411,2020-04-28,4.47,55.0,4.15,SAFE
398,2020-04-26,10.51,52.0,6.26,SAFE
226,2020-04-02,6.26,33.0,8.37,SAFE
158,2020-03-23,12.08,45.0,8.72,SAFE
461,2020-05-05,6.71,55.0,4.01,SAFE
440,2020-05-02,10.96,54.0,4.15,SAFE
271,2020-04-08,5.82,55.0,7.21,SAFE
39,2020-03-06,3.58,43.0,8.23,SAFE
396,2020-04-26,7.16,53.0,6.26,SAFE
225,2020-04-02,3.58,40.0,8.37,SAFE
140,2020-03-21,2.24,45.0,8.27,SAFE
121,2020-03-18,5.82,42.0,6.08,SAFE
425,2020-04-30,12.97,64.0,3.92,SAFE
421,2020-04-30,5.82,50.0,3.92,SAFE
92,2020-03-14,18.12,37.0,6.67,SAFE
687,2020-05-15,10.29,63.0,8.0,SAFE
400,2020-04-27,8.05,49.0,5.08,SAFE
64,2020-03-10,6.71,39.0,6.16,SAFE
312,2020-04-14,7.83,53.0,6.89,SAFE
342,2020-04-18,5.37,55.0,7.6,SAFE
457,2020-05-05,7.61,52.0,4.01,SAFE
466,2020-05-06,12.08,57.0,3.96,SAFE
60,2020-03-09,4.92,40.0,5.95,SAFE
131,2020-03-19,5.82,44.0,7.28,SAFE
66,2020-03-10,6.04,37.0,6.16,SAFE
610,2020-05-15,10.74,64.0,8.0,SAFE
415,2020-04-29,7.16,56.0,4.84,SAFE
365,2020-04-22,4.92,49.0,5.28,SAFE
388,2020-04-25,11.63,55.0,4.91,SAFE
238,2020-04-04,4.7,38.0,8.06,SAFE
464,2020-05-06,9.17,53.0,3.96,SAFE
363,2020-04-21,13.65,55.0,5.21,SAFE
456,2020-05-15,8.05,62.0,8.0,SAFE
357,2020-04-21,6.04,52.0,5.21,SAFE
163,2020-03-24,4.47,36.0,8.26,SAFE
35,2020-03-06,2.68,42.0,8.23,SAFE
95,2020-03-14,15.66,38.0,6.67,SAFE
122,2020-03-18,6.71,46.0,6.08,SAFE
455,2020-05-05,5.37,55.0,4.01,SAFE
410,2020-04-28,5.14,53.0,4.15,SAFE
384,2020-04-24,7.61,50.0,5.03,SAFE
132,2020-03-19,4.47,42.0,7.28,SAFE
330,2020-04-17,3.58,47.0,7.8,SAFE
61,2020-03-09,5.14,36.0,5.95,SAFE
236,2020-04-03,6.93,37.0,8.57,SAFE
77,2020-03-01,7.83,26.0,8.0,SAFE
492,2020-05-10,16.78,62.0,4.0,SAFE
71,2020-03-11,6.49,44.0,5.88,SAFE
340,2020-04-18,5.82,54.0,7.6,SAFE
390,2020-04-25,8.5,56.0,4.91,SAFE
427,2020-05-01,4.7,48.0,4.82,SAFE
473,2020-05-07,12.97,55.0,4.22,SAFE
360,2020-04-21,11.18,61.0,5.21,SAFE
350,2020-04-20,3.8,50.0,6.97,SAFE
409,2020-04-28,5.59,55.0,4.15,SAFE
380,2020-05-16,6.49,57.0,7.0,SAFE
452,2020-05-04,4.47,51.0,5.7,SAFE
302,2020-04-13,3.8,46.0,8.59,SAFE
167,2020-03-24,9.4,38.0,8.26,SAFE
458,2020-05-05,6.71,61.0,4.01,SAFE
412,2020-04-28,5.59,51.0,4.15,SAFE
152,2020-05-15,10.51,61.0,8.0,SAFE
160,2020-03-23,15.43,46.0,8.72,SAFE
416,2020-04-29,8.05,62.0,4.84,SAFE
486,2020-05-09,10.51,65.0,5.36,SAFE
288,2020-04-11,5.37,49.0,7.54,SAFE
88,2020-03-13,11.63,41.0,5.1,SAFE
253,2020-04-06,3.8,43.0,7.78,SAFE
285,2020-04-10,10.74,62.0,7.11,SAFE
269,2020-04-08,9.17,56.0,7.21,SAFE
239,2020-04-04,5.14,39.0,8.06,SAFE
143,2020-03-21,5.59,51.0,8.27,SAFE
361,2020-04-21,9.17,53.0,5.21,SAFE
378,2020-04-24,2.91,51.0,5.03,SAFE
379,2020-04-24,4.47,49.0,5.03,SAFE
313,2020-04-14,8.5,55.0,6.89,SAFE
99,2020-03-15,15.88,36.0,6.27,SAFE
478,2020-05-08,6.49,48.0,4.07,SAFE
103,2020-03-15,10.07,32.0,6.27,SAFE
228,2020-04-02,9.62,43.0,8.37,SAFE
117,2020-03-17,4.7,36.0,5.66,SAFE
406,2020-04-28,4.92,50.0,4.15,SAFE
382,2020-04-24,3.8,53.0,5.03,SAFE
319,2020-04-15,6.93,54.0,7.87,SAFE
353,2020-04-20,8.05,59.0,6.97,SAFE
275,2020-04-09,3.36,46.0,8.63,SAFE
305,2020-04-13,5.82,50.0,8.59,SAFE
399,2020-04-27,10.07,54.0,5.08,SAFE
458,2020-03-01,7.61,26.0,8.0,SAFE
38,2020-03-06,3.36,41.0,8.23,SAFE
154,2020-03-23,8.72,45.0,8.72,SAFE
260,2020-04-07,3.8,45.0,7.94,SAFE
230,2020-03-03,9.4,47.0,6.0,SAFE
422,2020-04-30,13.42,60.0,3.92,SAFE
460,2020-03-03,8.05,45.0,6.0,SAFE
62,2020-03-09,3.13,35.0,5.95,SAFE
291,2020-04-11,8.72,51.0,7.54,SAFE
480,2020-05-08,14.32,62.0,4.07,SAFE
490,2020-05-10,4.47,68.0,4.0,SAFE
244,2020-04-04,6.26,34.0,8.06,SAFE
354,2020-04-20,6.04,55.0,6.97,SAFE
310,2020-04-14,5.82,45.0,6.89,SAFE
533,2020-05-15,10.29,63.0,8.0,SAFE
284,2020-04-10,6.93,55.0,7.11,SAFE
495,2020-05-10,10.51,70.0,4.0,SAFE
345,2020-04-19,2.91,45.0,5.85,SAFE
428,2020-05-01,6.26,49.0,4.82,SAFE
256,2020-04-06,4.03,49.0,7.78,SAFE
226,2020-05-15,8.28,67.0,8.0,SAFE
380,2020-04-24,3.36,47.0,5.03,SAFE
332,2020-04-17,8.28,49.0,7.8,SAFE
307,2020-04-13,6.93,38.0,8.59,SAFE
336,2020-04-18,6.71,54.0,7.6,SAFE
437,2020-05-02,10.51,58.0,4.15,SAFE
304,2020-04-13,8.72,47.0,8.59,SAFE
118,2020-03-17,3.36,37.0,5.66,SAFE
472,2020-05-07,6.71,55.0,4.22,SAFE
447,2020-05-03,16.78,50.0,5.71,SAFE
317,2020-04-15,8.95,47.0,7.87,SAFE
436,2020-05-02,9.17,51.0,4.15,SAFE
337,2020-04-18,3.58,49.0,7.6,SAFE
443,2020-05-03,10.96,50.0,5.71,SAFE
112,2020-03-17,2.01,40.0,5.66,SAFE
57,2020-03-09,3.58,36.0,5.95,SAFE
245,2020-04-05,4.92,47.0,8.7,SAFE
460,2020-05-05,5.14,62.0,4.01,SAFE
366,2020-04-22,6.26,49.0,5.28,SAFE
120,2020-03-18,2.46,39.0,6.08,SAFE
116,2020-03-17,4.47,44.0,5.66,SAFE
329,2020-04-17,3.58,53.0,7.8,SAFE
75,2020-03-11,7.61,44.0,5.88,SAFE
128,2020-03-19,4.92,39.0,7.28,SAFE
351,2020-04-20,3.8,47.0,6.97,SAFE
389,2020-04-25,11.63,56.0,4.91,SAFE
247,2020-04-05,3.36,38.0,8.7,SAFE
493,2020-05-10,13.87,68.0,4.0,SAFE
479,2020-05-08,7.38,59.0,4.07,SAFE
169,2020-03-25,4.03,38.0,8.76,SAFE
294,2020-04-12,4.25,44.0,5.89,SAFE
80,2020-03-12,7.61,42.0,4.73,SAFE
162,2020-03-24,3.58,40.0,8.26,SAFE
252,2020-04-06,3.36,45.0,7.78,SAFE
377,2020-04-23,10.51,49.0,4.81,SAFE
281,2020-04-10,4.47,49.0,7.11,SAFE
475,2020-05-07,4.92,46.0,4.22,SAFE
467,2020-05-06,16.11,60.0,3.96,SAFE
58,2020-03-09,3.8,33.0,5.95,SAFE
235,2020-04-03,12.08,43.0,8.57,SAFE
125,2020-03-18,5.59,42.0,6.08,SAFE
448,2020-05-04,3.36,47.0,5.7,SAFE
227,2020-04-02,8.05,39.0,8.37,SAFE
488,2020-05-09,8.05,64.0,5.36,SAFE
401,2020-04-27,13.65,53.0,5.08,SAFE
137,2020-03-20,4.92,51.0,7.45,SAFE
138,2020-03-20,6.49,47.0,7.45,SAFE
424,2020-04-30,11.63,55.0,3.92,SAFE
157,2020-03-23,8.5,49.0,8.72,SAFE
274,2020-04-09,4.25,48.0,8.63,SAFE
76,2020-03-11,12.75,45.0,5.88,SAFE
96,2020-03-14,11.63,33.0,6.67,SAFE
86,2020-03-13,17.22,31.0,5.1,SAFE
97,2020-03-14,18.12,21.0,6.67,SAFE
444,2020-05-03,10.51,52.0,5.71,SAFE
83,2020-03-12,6.04,36.0,4.73,SAFE
367,2020-04-22,3.58,53.0,5.28,SAFE
413,2020-04-29,7.61,57.0,4.84,SAFE
373,2020-04-23,4.92,47.0,4.81,SAFE
40,2020-03-06,5.37,45.0,8.23,SAFE
74,2020-03-11,7.16,47.0,5.88,SAFE
454,2020-05-04,5.59,47.0,5.7,SAFE
277,2020-04-09,7.83,54.0,8.63,SAFE
283,2020-04-10,12.97,59.0,7.11,SAFE
537,2020-03-03,8.28,49.0,6.0,SAFE
168,2020-03-25,4.92,42.0,8.76,SAFE
2,2020-03-03,9.62,53.0,6.0,SAFE
433,2020-05-01,5.82,51.0,4.82,SAFE
278,2020-04-09,5.37,54.0,8.63,SAFE
93,2020-03-14,17.45,21.0,6.67,SAFE
371,2020-04-23,9.4,52.0,4.81,SAFE
395,2020-04-26,9.17,56.0,6.26,SAFE
419,2020-04-29,11.18,59.0,4.84,SAFE
134,2020-03-20,3.36,41.0,7.45,SAFE
392,2020-04-26,6.49,51.0,6.26,SAFE
233,2020-04-03,10.51,36.0,8.57,SAFE
457,2020-05-16,8.72,61.0,7.0,SAFE
612,2020-03-01,14.32,32.0,8.0,SAFE
267,2020-04-08,5.82,44.0,7.21,SAFE
535,2020-03-01,9.4,30.0,8.0,SAFE
296,2020-04-12,4.25,35.0,5.89,SAFE
41,2020-03-06,6.71,46.0,8.23,SAFE
306,2020-03-03,8.5,44.0,6.0,SAFE
230,2020-04-02,8.5,35.0,8.37,SAFE
459,2020-05-05,7.83,57.0,4.01,SAFE
441,2020-05-03,5.82,48.0,5.71,SAFE
534,2020-05-16,6.71,55.0,7.0,SAFE
314,2020-04-14,8.28,47.0,6.89,SAFE
397,2020-04-26,5.37,54.0,6.26,SAFE
91,2020-03-14,11.18,37.0,6.67,SAFE
325,2020-04-16,5.82,49.0,7.12,SAFE
295,2020-04-12,5.59,47.0,5.89,SAFE
129,2020-03-19,5.14,44.0,7.28,SAFE
301,2020-04-13,3.13,45.0,8.59,SAFE
341,2020-04-18,7.16,63.0,7.6,SAFE
241,2020-04-04,6.26,40.0,8.06,SAFE
482,2020-05-08,6.93,51.0,4.07,SAFE
306,2020-04-13,5.59,46.0,8.59,SAFE
343,2020-04-19,2.68,51.0,5.85,SAFE
300,2020-04-12,5.59,38.0,5.89,SAFE
451,2020-05-04,6.26,51.0,5.7,SAFE
102,2020-03-15,18.57,37.0,6.27,SAFE
328,2020-04-16,6.93,46.0,7.12,SAFE
258,2020-04-06,7.61,42.0,7.78,SAFE
279,2020-04-09,5.37,51.0,8.63,SAFE
232,2020-04-03,6.04,40.0,8.57,SAFE
287,2020-04-11,5.82,50.0,7.54,SAFE
316,2020-04-15,5.14,49.0,7.87,SAFE
109,2020-03-16,12.08,43.0,6.12,SAFE
257,2020-04-06,6.49,44.0,7.78,SAFE
89,2020-03-13,6.71,38.0,5.1,SAFE
154,2020-03-01,8.28,25.0,8.0,SAFE
56,2020-03-09,1.79,36.0,5.95,SAFE
240,2020-04-04,6.71,33.0,8.06,SAFE
344,2020-04-19,4.03,50.0,5.85,SAFE
456,2020-05-05,5.59,49.0,4.01,SAFE
146,2020-03-21,8.05,45.0,8.27,SAFE
124,2020-03-18,5.37,42.0,6.08,SAFE
249,2020-04-05,11.18,48.0,8.7,SAFE
359,2020-04-21,9.84,50.0,5.21,SAFE
87,2020-03-13,12.3,37.0,5.1,SAFE
266,2020-04-08,4.92,45.0,7.21,SAFE
304,2020-03-01,6.26,23.0,8.0,SAFE
76,2020-05-16,10.74,74.0,7.0,SAFE
434,2020-05-02,5.37,53.0,4.15,SAFE
496,2020-05-10,14.32,63.0,4.0,SAFE
156,2020-03-03,6.71,51.0,6.0,SAFE
75,2020-05-15,11.41,71.0,8.0,SAFE
298,2020-04-12,8.5,50.0,5.89,SAFE
136,2020-03-20,7.61,48.0,7.45,SAFE
145,2020-03-21,4.7,51.0,8.27,SAFE
130,2020-03-19,4.92,47.0,7.28,SAFE
394,2020-04-26,7.16,51.0,6.26,SAFE
420,2020-04-30,8.5,54.0,3.92,SAFE
94,2020-03-14,14.99,29.0,6.67,SAFE
36,2020-03-06,4.03,38.0,8.23,SAFE
228,2020-03-01,5.82,21.0,8.0,SAFE
243,2020-04-04,4.03,40.0,8.06,SAFE
322,2020-04-16,2.91,51.0,7.12,SAFE
171,2020-03-25,8.5,42.0,8.76,SAFE
481,2020-05-08,6.93,57.0,4.07,SAFE
139,2020-03-20,7.61,44.0,7.45,SAFE
414,2020-04-29,6.49,50.0,4.84,SAFE
282,2020-04-10,3.36,49.0,7.11,SAFE
324,2020-04-16,3.8,43.0,7.12,SAFE
311,2020-04-14,11.41,55.0,6.89,SAFE
159,2020-03-23,7.61,52.0,8.72,SAFE
462,2020-05-06,8.05,55.0,3.96,SAFE
347,2020-04-19,6.04,53.0,5.85,SAFE
250,2020-04-05,3.58,46.0,8.7,SAFE
59,2020-03-09,6.04,40.0,5.95,SAFE
265,2020-04-07,10.51,47.0,7.94,SAFE
323,2020-04-16,4.92,49.0,7.12,SAFE
79,2020-03-12,3.36,34.0,4.73,SAFE
133,2020-03-20,2.01,45.0,7.45,SAFE
465,2020-05-06,16.11,60.0,3.96,SAFE
364,2020-04-22,6.04,48.0,5.28,SAFE
369,2020-04-22,4.7,53.0,5.28,SAFE
494,2020-05-10,9.84,76.0,4.0,SAFE
688,2020-05-16,11.41,65.0,7.0,SAFE
68,2020-03-10,2.68,36.0,6.16,SAFE
63,2020-03-10,7.83,39.0,6.16,SAFE
356,2020-04-20,6.26,55.0,6.97,SAFE
261,2020-04-07,7.61,45.0,7.94,SAFE
280,2020-04-10,6.26,50.0,7.11,SAFE
611,2020-05-16,10.51,62.0,7.0,SAFE
164,2020-03-24,6.49,40.0,8.26,SAFE
173,2020-03-25,3.8,41.0,8.76,SAFE
156,2020-03-23,10.29,44.0,8.72,SAFE
268,2020-04-08,4.25,44.0,7.21,SAFE
405,2020-04-27,20.8,56.0,5.08,SAFE
234,2020-04-03,11.86,41.0,8.57,SAFE
242,2020-04-04,8.05,42.0,8.06,SAFE
37,2020-03-06,3.13,38.0,8.23,SAFE
315,2020-04-15,5.82,53.0,7.87,SAFE
370,2020-04-22,10.51,50.0,5.28,SAFE
170,2020-03-25,4.03,34.0,8.76,SAFE
174,2020-03-25,5.82,36.0,8.76,SAFE
237,2020-04-03,14.54,37.0,8.57,SAFE
84,2020-03-13,3.13,37.0,5.1,SAFE
78,2020-03-12,3.58,41.0,4.73,SAFE
259,2020-04-07,2.68,46.0,7.94,SAFE
224,2020-04-02,5.82,42.0,8.37,SAFE
153,2020-05-16,5.82,53.0,7.0,SAFE
297,2020-04-12,7.61,44.0,5.89,SAFE
