,Unnamed: 0,STATION,DATE,AWND,TAVG,COVID_POS_PER,THREAT_LEVEL
0,7065,USW00004725,2020-03-01,5.82,21.0,8.0,SAFE
1,7066,USW00004725,2020-03-02,10.51,40.0,16.0,MODERATE
2,7067,USW00004725,2020-03-03,9.4,47.0,6.0,SAFE
3,7068,USW00004725,2020-03-04,12.08,38.0,10.0,MODERATE
4,7069,USW00004725,2020-03-05,6.93,34.0,12.0,MODERATE
5,7070,USW00004725,2020-03-06,8.95,34.0,19.0,RISKY
6,7071,USW00004725,2020-03-07,11.86,28.0,15.0,MODERATE
7,7072,USW00004725,2020-03-08,9.17,34.0,16.0,MODERATE
8,7073,USW00004725,2020-03-09,8.95,52.0,20.0,RISKY
9,7074,USW00004725,2020-03-10,11.18,53.0,23.0,RISKY
10,7075,USW00004725,2020-03-11,4.92,35.0,28.0,RISKY
11,7076,USW00004725,2020-03-12,8.5,41.0,38.0,RISKY
12,7077,USW00004725,2020-03-13,15.43,47.0,44.0,RISKY
13,7078,USW00004725,2020-03-14,9.84,35.0,43.0,RISKY
14,7079,USW00004725,2020-03-15,10.07,33.0,44.0,RISKY
15,7080,USW00004725,2020-03-16,9.17,29.0,47.0,RISKY
16,7081,USW00004725,2020-03-17,9.84,37.0,48.0,RISKY
17,7082,USW00004725,2020-03-18,5.14,38.0,51.0,RISKY
18,7083,USW00004725,2020-03-19,8.5,42.0,55.0,RISKY
19,7084,USW00004725,2020-03-20,13.2,53.0,58.0,RISKY
20,7085,USW00004725,2020-03-21,12.3,33.0,63.0,RISKY
21,7086,USW00004725,2020-03-22,7.38,26.0,62.0,RISKY
22,7087,USW00004725,2020-03-23,8.05,31.0,63.0,RISKY
23,7088,USW00004725,2020-03-24,6.93,32.0,68.0,RISKY
24,7089,USW00004725,2020-03-25,6.71,34.0,67.0,RISKY
25,7090,USW00004725,2020-03-26,7.61,41.0,71.0,RISKY
26,7091,USW00004725,2020-03-27,8.72,45.0,70.0,RISKY
27,7092,USW00004725,2020-03-28,9.84,38.0,69.0,RISKY
28,7093,USW00004725,2020-03-29,10.51,43.0,67.0,RISKY
29,7094,USW00004725,2020-03-30,6.71,45.0,63.0,RISKY
30,7095,USW00004725,2020-03-31,3.36,40.0,60.0,RISKY
31,7096,USW00004725,2020-04-01,8.95,39.0,58.0,RISKY
32,7097,USW00004725,2020-04-02,14.32,36.0,59.0,RISKY
33,7098,USW00004725,2020-04-03,12.75,39.0,57.0,RISKY
34,7099,USW00004725,2020-04-04,4.92,44.0,56.0,RISKY
35,7100,USW00004725,2020-04-05,6.26,50.0,55.0,RISKY
36,7101,USW00004725,2020-04-06,8.5,43.0,53.0,RISKY
37,7102,USW00004725,2020-04-07,5.59,49.0,53.0,RISKY
38,7103,USW00004725,2020-04-08,7.83,48.0,55.0,RISKY
39,7104,USW00004725,2020-04-09,11.63,43.0,51.0,RISKY
40,7105,USW00004725,2020-04-10,16.11,32.0,48.0,RISKY
41,7106,USW00004725,2020-04-11,9.84,35.0,46.0,RISKY
42,7107,USW00004725,2020-04-12,8.95,43.0,42.0,RISKY
43,7108,USW00004725,2020-04-13,15.21,56.0,38.0,RISKY
44,7109,USW00004725,2020-04-14,9.62,40.0,35.0,RISKY
45,7110,USW00004725,2020-04-15,7.83,35.0,34.0,RISKY
46,7111,USW00004725,2020-04-16,9.62,30.0,33.0,RISKY
47,7112,USW00004725,2020-04-17,7.61,30.0,34.0,RISKY
48,7113,USW00004725,2020-04-18,9.17,33.0,32.0,RISKY
49,7114,USW00004725,2020-04-19,12.97,42.0,31.0,RISKY
50,7115,USW00004725,2020-04-20,6.49,40.0,30.0,RISKY
51,7116,USW00004725,2020-04-21,12.3,39.0,28.0,RISKY
52,7117,USW00004725,2020-04-22,13.87,29.0,27.0,RISKY
53,7118,USW00004725,2020-04-23,5.82,32.0,26.0,RISKY
54,7119,USW00004725,2020-04-24,6.26,42.0,23.0,RISKY
55,7120,USW00004725,2020-04-25,3.8,47.0,23.0,RISKY
56,7121,USW00004725,2020-04-26,10.51,44.0,23.0,RISKY
57,7122,USW00004725,2020-04-27,10.96,36.0,21.0,RISKY
58,7123,USW00004725,2020-04-28,3.8,41.0,19.0,RISKY
59,7124,USW00004725,2020-04-29,17.22,49.0,19.0,RISKY
60,7125,USW00004725,2020-04-30,18.12,51.0,19.0,RISKY
61,7126,USW00004725,2020-05-01,8.5,52.0,18.0,RISKY
62,7127,USW00004725,2020-05-02,7.61,51.0,15.0,MODERATE
63,7128,USW00004725,2020-05-03,10.29,62.0,15.0,MODERATE
64,7129,USW00004725,2020-05-04,10.74,48.0,14.0,MODERATE
65,7130,USW00004725,2020-05-05,8.5,40.0,13.0,MODERATE
66,7131,USW00004725,2020-05-06,5.82,39.0,13.0,MODERATE
67,7132,USW00004725,2020-05-07,8.95,44.0,14.0,MODERATE
68,7133,USW00004725,2020-05-08,9.17,38.0,12.0,MODERATE
69,7134,USW00004725,2020-05-09,13.87,28.0,11.0,MODERATE
70,7135,USW00004725,2020-05-10,9.17,40.0,11.0,MODERATE
71,7136,USW00004725,2020-05-11,9.4,45.0,10.0,MODERATE
72,7137,USW00004725,2020-05-12,10.96,38.0,10.0,MODERATE
73,7139,USW00004725,2020-05-14,7.38,58.0,10.0,MODERATE
74,7140,USW00004725,2020-05-15,10.51,61.0,9.0,MODERATE
75,7141,USW00004725,2020-05-16,8.95,58.0,8.0,SAFE
