"STATION","DATE","AWND","PGTM","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11"
"US1NYGN0006","2020-05-08",,,,,,,,,,,,,,,,,,,,
"US1NYGN0006","2020-05-09",,,,,,,,,,,,,,,,,,,,
"US1NYGN0006","2020-05-10",,,,,,,,,,,,,,,,,,,,
"US1NYGN0006","2020-05-11",,,,,,,,,,,,,,,,,,,,
"US1NYGN0006","2020-05-12",,,,,,,,,,,,,,,,,,,,
"US1NYGN0006","2020-05-13",,,,,,,,,,,,,,,,,,,,
"US1NYGN0006","2020-05-14",,,,,,,,,,,,,,,,,,,,
"US1NYGN0006","2020-05-15",,,,,,,,,,,,,,,,,,,,
"US1NYGN0006","2020-05-16",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-01",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-02",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-03",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-06",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-07",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-09",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-10",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-11",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-13",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-14",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-15",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-16",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-17",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-18",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-19",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-20",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-22",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-23",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-24",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-25",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-26",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-27",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-28",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-29",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-30",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-01-31",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-01",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-02",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-03",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-04",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-05",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-06",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-07",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-08",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-09",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-10",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-13",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-15",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-17",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-18",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-19",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-20",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-21",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-23",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-24",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-25",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-26",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-28",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-02-29",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-03-01",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-03-02",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-03-03",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-03-04",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-03-05",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-03-06",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-03-07",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-03-08",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-03-09",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-03-10",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-03-11",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-03-12",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-03-13",,,,,,,,,,,,,,,,,,,,
"US1NYOT0004","2020-03-14",,,,,,,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-01",,,"30","33","24",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-02",,,"35","45","22",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-03",,,"40","46","34",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-04",,,"36","40","31",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-05",,,"29","30","27",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-06",,,"31","38","26",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-07",,,"27","34","19",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-08",,,"25","34","16",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-09",,,"19","26","5",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-10",,,"34","41","26",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-11",,,"55","62","43",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-12",,,"44","60","28",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-13",,,"35","41","28",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-14",,,"38","45","30",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-15",,,"36","46","27",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-16",,,"29","37","16",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-17",,,"8","17","0",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-18",,,"16","28","2",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-19",,,"25","31","13",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-20",,,"11","22","0",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-21",,,"15","26","1",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-22",,,"19","35","4",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-23",,,"25","42","9",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-24",,,"35","51","18",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-25",,,"35","40","32",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-26",,,"35","37","32",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-27",,,"33","38","30",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-28",,,"29","32","24",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-29",,,"21","32","9",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-30",,,"16","35","-1",,,,,,,,,,,,,,,
"USR0000NSHR","2020-01-31",,,"28","36","11",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-01",,,"31","34","27",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-02",,,"31","38","25",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-03",,,"35","46","25",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-04",,,"33","43","25",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-05",,,"29","34","25",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-06",,,"31","36","25",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-07",,,"27","36","19",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-08",,,"14","28","1",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-09",,,"22","37","3",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-10",,,"34","38","30",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-11",,,"34","41","31",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-12",,,"33","38","28",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-13",,,"33","38","23",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-14",,,"8","20","-9",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-15",,,"11","28","-15",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-16",,,"30","40","24",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-17",,,"25","38","17",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-18",,,"32","38","20",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-19",,,"28","36","20",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-20",,,"17","29","6",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-21",,,"17","36","-5",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-22",,,"25","45","4",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-23",,,"30","52","10",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-24",,,"38","57","20",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-25",,,"39","50","33",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-26",,,"39","44","33",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-27",,,"29","42","20",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-28",,,"24","31","20",,,,,,,,,,,,,,,
"USR0000NSHR","2020-02-29",,,"19","27","15",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-01",,,"25","39","6",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-02",,,"44","56","33",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-03",,,"45","57","36",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-04",,,"38","47","31",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-05",,,"34","45","25",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-06",,,"32","45","21",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-07",,,"28","38","18",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-08",,,"40","58","17",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-09",,,"52","72","33",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-10",,,"49","56","35",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-11",,,"35","40","29",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-12",,,"43","56","31",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-13",,,"46","54","37",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-14",,,"35","40","31",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-15",,,"33","43","19",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-16",,,"33","49","12",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-17",,,"38","44","33",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-18",,,"40","51","20",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-19",,,"45","51","39",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-20",,,"52","67","34",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-21",,,"30","39","19",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-22",,,"30","44","13",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-23",,,"32","36","28",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-24",,,"34","41","28",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-25",,,"35","45","27",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-26",,,"45","61","25",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-27",,,"41","53","26",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-28",,,"37","44","24",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-29",,,"47","54","41",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-30",,,"44","51","40",,,,,,,,,,,,,,,
"USR0000NSHR","2020-03-31",,,"42","54","37",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-01",,,"40","54","29",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-02",,,"42","52","32",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-03",,,"42","48","36",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-04",,,"48","55","42",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-05",,,"48","57","35",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-06",,,"44","60","28",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-07",,,"50","65","32",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-08",,,"45","54","34",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-09",,,"40","48","34",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-10",,,"36","40","32",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-11",,,"36","48","25",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-12",,,"46","60","23",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-13",,,"54","64","41",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-14",,,"41","47","33",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-15",,,"36","46","27",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-16",,,"32","40","22",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-17",,,"35","45","24",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-18",,,"35","46","26",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-19",,,"45","62","33",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-20",,,"39","54","27",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-21",,,"36","49","24",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-22",,,"33","40","26",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-23",,,"35","45","21",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-24",,,"44","51","35",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-25",,,"52","67","39",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-26",,,"42","51","34",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-27",,,"40","46","35",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-28",,,"46","63","30",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-29",,,"50","62","34",,,,,,,,,,,,,,,
"USR0000NSHR","2020-04-30",,,"56","63","51",,,,,,,,,,,,,,,
"USR0000NSHR","2020-05-01",,,"51","60","42",,,,,,,,,,,,,,,
"USR0000NSHR","2020-05-02",,,"54","69","38",,,,,,,,,,,,,,,
"USR0000NSHR","2020-05-03",,,"63","78","46",,,,,,,,,,,,,,,
"USR0000NSHR","2020-05-04",,,"43","49","35",,,,,,,,,,,,,,,
"USR0000NSHR","2020-05-05",,,"41","55","27",,,,,,,,,,,,,,,
"USR0000NSHR","2020-05-06",,,"43","55","26",,,,,,,,,,,,,,,
"USR0000NSHR","2020-05-07",,,"45","63","27",,,,,,,,,,,,,,,
"USR0000NSHR","2020-05-08",,,"37","53","27",,,,,,,,,,,,,,,
"USR0000NSHR","2020-05-09",,,"32","38","26",,,,,,,,,,,,,,,
"USR0000NSHR","2020-05-10",,,"44","59","33",,,,,,,,,,,,,,,
"USR0000NSHR","2020-05-11",,,"41","56","33",,,,,,,,,,,,,,,
"USR0000NSHR","2020-05-12",,,"38","50","26",,,,,,,,,,,,,,,
"USR0000NSHR","2020-05-13",,,"40","57","21",,,,,,,,,,,,,,,
"USR0000NSHR","2020-05-14",,,"50","68","23",,,,,,,,,,,,,,,
"USR0000NSHR","2020-05-15",,,"64","82","54",,,,,,,,,,,,,,,
"USR0000NSHR","2020-05-16",,,"57","70","43",,,,,,,,,,,,,,,
"USR0000NSHR","2020-05-17",,,"60","77","39",,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-01",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-02",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-03",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-04",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-05",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-06",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-07",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-08",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-09",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-10",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-11",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-12",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-13",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-14",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-15",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-16",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-17",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-18",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-19",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-20",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-21",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-22",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-23",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-24",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-25",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-26",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-27",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-28",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-29",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-30",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-01-31",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-01",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-02",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-04",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-05",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-06",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-07",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-08",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-09",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-10",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-11",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-12",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-13",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-14",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-15",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-16",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-17",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-18",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-19",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-20",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-21",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-22",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-23",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-24",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-25",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-26",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-27",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-28",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-02-29",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-01",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-02",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-03",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-04",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-05",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-06",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-07",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-08",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-09",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-10",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-11",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-12",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-13",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-14",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-15",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-16",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-17",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-18",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-19",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-20",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-24",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-25",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-26",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-27",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-28",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-29",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-30",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-03-31",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-01",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-02",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-03",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-04",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-05",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-06",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-07",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-08",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-09",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-10",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-11",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-12",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-13",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-14",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-15",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-16",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-17",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-18",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-19",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-20",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-21",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-22",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-23",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-24",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-25",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-26",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-27",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-28",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-29",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-04-30",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-05-01",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-05-02",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-05-03",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-05-04",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-05-05",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-05-06",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-05-07",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-05-08",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-05-09",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-05-10",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-05-11",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-05-12",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-05-13",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-05-14",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-05-15",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-05-16",,,,,,,,,,,,,,,,,,,,
"US1NYSF0089","2020-05-17",,,,,,,,,,,,,,,,,,,,
"USC00309593","2020-01-01",,,,"34","25","25",,,,,,,,,,,,,,
"USC00309593","2020-01-02",,,,"35","25","35",,,,,,,,,,,,,,
"USC00309593","2020-01-03",,,,"45","31","42",,,,,,,,,,,,,,
"USC00309593","2020-01-04",,,,"43","32","33",,,,,"    1",,,,,,,,,
"USC00309593","2020-01-05",,,,"34","26","27",,,,,,,,,,,,,,
"USC00309593","2020-01-06",,,,"33","26","32",,,,,,,,,,,,,,
"USC00309593","2020-01-07",,,,"34","22","25",,,,,,,,,,,,,,
"USC00309593","2020-01-08",,,,"35","23","26",,,,,,,,,,,,,,
"USC00309593","2020-01-09",,,,"27","8","9",,,,,,,,,,,,,,
"USC00309593","2020-01-10",,,,"41","8","39",,,,,,,,,,,,,,
"USC00309593","2020-01-11",,,,"50","38","50",,,,,,,,,,,,,,
"USC00309593","2020-01-12",,,,"63","36","36",,,,,,,,,,,,,,
"USC00309593","2020-01-13",,,,"36","24","31",,,,,,,,,,,,,,"    1"
"USC00309593","2020-01-14",,,,"40","30","31",,,,,,,,,,,,,,
"USC00309593","2020-01-15",,,,"50","30","34",,,,,,,,,,,,,,
"USC00309593","2020-01-16",,,,"38","32","32",,,,,,,,,,,,,,
