,Unnamed: 0,STATION,DATE,AWND,TAVG,COVID_POS_PER,THREAT_LEVEL
0,430,USW00014732,2020-03-01,13.42,32.0,8.0,SAFE
1,431,USW00014732,2020-03-02,10.29,45.0,16.0,MODERATE
2,432,USW00014732,2020-03-03,9.62,53.0,6.0,SAFE
3,433,USW00014732,2020-03-04,18.34,51.0,10.0,MODERATE
4,434,USW00014732,2020-03-05,12.97,46.0,12.0,MODERATE
5,435,USW00014732,2020-03-06,12.53,42.0,19.0,RISKY
6,436,USW00014732,2020-03-07,14.54,41.0,15.0,MODERATE
7,437,USW00014732,2020-03-08,10.07,45.0,16.0,MODERATE
8,438,USW00014732,2020-03-09,11.18,58.0,20.0,RISKY
9,439,USW00014732,2020-03-10,13.2,61.0,23.0,RISKY
10,440,USW00014732,2020-03-11,8.5,53.0,28.0,RISKY
11,441,USW00014732,2020-03-12,9.17,46.0,38.0,RISKY
12,442,USW00014732,2020-03-13,16.11,53.0,44.0,RISKY
13,443,USW00014732,2020-03-14,14.32,51.0,43.0,RISKY
14,444,USW00014732,2020-03-15,9.4,47.0,44.0,RISKY
15,445,USW00014732,2020-03-16,13.87,40.0,47.0,RISKY
16,446,USW00014732,2020-03-17,8.72,45.0,48.0,RISKY
17,447,USW00014732,2020-03-18,9.62,49.0,51.0,RISKY
18,448,USW00014732,2020-03-19,9.62,46.0,55.0,RISKY
19,449,USW00014732,2020-03-20,10.96,55.0,58.0,RISKY
20,450,USW00014732,2020-03-21,13.2,54.0,63.0,RISKY
21,451,USW00014732,2020-03-22,13.42,40.0,62.0,RISKY
22,452,USW00014732,2020-03-23,14.54,39.0,63.0,RISKY
23,453,USW00014732,2020-03-24,10.29,43.0,68.0,RISKY
24,454,USW00014732,2020-03-25,15.66,44.0,67.0,RISKY
25,455,USW00014732,2020-03-26,8.5,46.0,71.0,RISKY
26,456,USW00014732,2020-03-27,6.26,56.0,70.0,RISKY
27,457,USW00014732,2020-03-28,11.18,49.0,69.0,RISKY
28,458,USW00014732,2020-03-29,18.34,45.0,67.0,RISKY
29,459,USW00014732,2020-03-30,7.61,46.0,63.0,RISKY
30,460,USW00014732,2020-03-31,9.17,45.0,60.0,RISKY
31,461,USW00014732,2020-04-01,12.53,45.0,58.0,RISKY
32,462,USW00014732,2020-04-02,19.69,49.0,59.0,RISKY
33,463,USW00014732,2020-04-03,18.57,50.0,57.0,RISKY
34,464,USW00014732,2020-04-04,8.95,52.0,56.0,RISKY
35,465,USW00014732,2020-04-05,6.26,52.0,55.0,RISKY
36,466,USW00014732,2020-04-06,8.95,55.0,53.0,RISKY
37,467,USW00014732,2020-04-07,8.95,58.0,53.0,RISKY
38,468,USW00014732,2020-04-08,6.93,55.0,55.0,RISKY
39,469,USW00014732,2020-04-09,14.76,52.0,51.0,RISKY
40,470,USW00014732,2020-04-10,21.92,45.0,48.0,RISKY
41,471,USW00014732,2020-04-11,13.65,46.0,46.0,RISKY
42,472,USW00014732,2020-04-12,10.51,53.0,42.0,RISKY
43,473,USW00014732,2020-04-13,19.01,57.0,38.0,RISKY
44,474,USW00014732,2020-04-14,12.53,56.0,35.0,RISKY
45,475,USW00014732,2020-04-15,12.53,49.0,34.0,RISKY
46,476,USW00014732,2020-04-16,18.57,47.0,33.0,RISKY
47,477,USW00014732,2020-04-17,10.96,44.0,34.0,RISKY
48,478,USW00014732,2020-04-18,10.51,44.0,32.0,RISKY
49,479,USW00014732,2020-04-19,12.3,50.0,31.0,RISKY
50,480,USW00014732,2020-04-20,7.16,54.0,30.0,RISKY
51,481,USW00014732,2020-04-21,15.43,52.0,28.0,RISKY
52,482,USW00014732,2020-04-22,18.12,44.0,27.0,RISKY
53,483,USW00014732,2020-04-23,7.83,45.0,26.0,RISKY
54,484,USW00014732,2020-04-24,12.08,47.0,23.0,RISKY
55,485,USW00014732,2020-04-25,5.82,52.0,23.0,RISKY
56,486,USW00014732,2020-04-26,15.88,49.0,23.0,RISKY
57,487,USW00014732,2020-04-27,14.32,45.0,21.0,RISKY
58,488,USW00014732,2020-04-28,8.95,51.0,19.0,RISKY
59,489,USW00014732,2020-04-29,12.53,51.0,19.0,RISKY
60,490,USW00014732,2020-04-30,18.79,55.0,19.0,RISKY
61,491,USW00014732,2020-05-01,9.17,58.0,18.0,RISKY
62,492,USW00014732,2020-05-02,11.41,62.0,15.0,MODERATE
63,493,USW00014732,2020-05-03,9.84,67.0,15.0,MODERATE
64,494,USW00014732,2020-05-04,15.21,67.0,14.0,MODERATE
65,495,USW00014732,2020-05-05,10.51,54.0,13.0,MODERATE
66,496,USW00014732,2020-05-06,10.07,52.0,13.0,MODERATE
67,497,USW00014732,2020-05-07,10.74,55.0,14.0,MODERATE
68,498,USW00014732,2020-05-08,8.95,53.0,12.0,MODERATE
69,499,USW00014732,2020-05-09,21.47,42.0,11.0,MODERATE
70,500,USW00014732,2020-05-10,15.66,50.0,11.0,MODERATE
71,501,USW00014732,2020-05-11,12.75,56.0,10.0,MODERATE
72,502,USW00014732,2020-05-12,17.22,51.0,10.0,MODERATE
73,503,USW00014732,2020-05-13,10.29,52.0,10.0,MODERATE
74,504,USW00014732,2020-05-14,8.95,57.0,9.0,MODERATE
75,505,USW00014732,2020-05-15,11.41,71.0,8.0,SAFE
76,506,USW00014732,2020-05-16,10.74,74.0,7.0,SAFE
